enrolled,query,label,minutiae,texture,minutiae_norm,texture_norm,fusion_weighted,fusion_ml,fusion
102_5.tif,102_7.tif,1,0.6017,0.8568321466445923,0.9409704852426213,0.8876928045802621,0.9308477259167731,0.9815251129437831,0.9308477259167731
106_5.tif,106_6.tif,1,0.4612,0.6569291353225708,0.7066866766716692,0.6368345365068172,0.6934147700403472,0.9028772968657843,0.6934147700403472
103_3.tif,108_1.tif,0,0.2757,0.6228762865066528,0.3973653493413373,0.5941016200768234,0.4347452407810797,0.6362154516852024,0.4347452407810797
105_2.tif,107_3.tif,0,0.1589,0.363958477973938,0.20260130065032517,0.2691856891343987,0.21525233446229913,0.22664508436568584,0.21525233446229913
110_3.tif,110_4.tif,1,0.2931,0.8655189871788025,0.4263798565949642,0.8985939198612709,0.5161005286155624,0.7795020013103248,0.5161005286155624
107_3.tif,107_7.tif,1,0.2969,0.7301129102706909,0.43271635817908954,0.7286728480617555,0.48894809125679606,0.7250991403714505,0.48894809125679606
105_5.tif,108_4.tif,0,0.177,0.5836790800094604,0.23278305819576456,0.5449130497287605,0.2920877565870338,0.40655050518064784,0.2920877565870338
109_2.tif,109_6.tif,1,0.259,0.6048775911331177,0.3695180923795231,0.5715150591284583,0.4078975160618208,0.581970703599888,0.4078975160618208
110_1.tif,110_3.tif,1,0.1818,0.915814995765686,0.240787060196765,0.961710375794933,0.37776249016041685,0.6646493067323191,0.37776249016041685
103_3.tif,103_6.tif,1,0.3271,0.6585919857025146,0.4830748707687177,0.6389212472753009,0.5126856823049685,0.7452198390518108,0.5126856823049685
110_7.tif,104_8.tif,0,0.1938,0.5075507164001465,0.26079706519926626,0.44937957416978486,0.2966277419036648,0.38454200236245395,0.2966277419036648
107_2.tif,107_5.tif,1,0.3224,0.3942759931087494,0.47523761880940474,0.30723113571728083,0.44331638702190124,0.5738986198756703,0.44331638702190124
110_2.tif,110_7.tif,1,0.1879,0.7326035499572754,0.2509588127397032,0.7317983515448676,0.34231832511268445,0.5422066818130529,0.34231832511268445
107_6.tif,109_5.tif,0,0.2612,0.6329144239425659,0.37318659329664833,0.6066984776989425,0.4175538513330842,0.5936914553564855,0.4175538513330842
101_2.tif,101_3.tif,1,0.3314,0.641802191734314,0.4902451225612806,0.6178517365744942,0.5144903792237911,0.7489292640731279,0.5144903792237911
101_7.tif,101_8.tif,1,0.2386,0.6366977691650391,0.33550108387527094,0.6114461972243111,0.38793065541158855,0.5465808917679538,0.38793065541158855
106_1.tif,106_6.tif,1,0.3348,0.6468525528907776,0.495914623978656,0.6241894342633749,0.5202868379327525,0.7452239134047359,0.5202868379327525
103_7.tif,104_6.tif,0,0.0482,0.20477594435214996,0.01800900450225112,0.06942754428295253,0.027778527060584386,0.07762220792830704,0.027778527060584386
110_4.tif,110_5.tif,1,0.4397,0.9097726941108704,0.6708354177088544,0.9541278920780537,0.7246609878390022,0.9362926197294664,0.7246609878390022
104_1.tif,107_6.tif,0,0.2857,0.6363587379455566,0.4140403535100884,0.6110207469823177,0.451466628269812,0.6473038729486903,0.451466628269812
104_4.tif,106_4.tif,0,0.3295,0.5192327499389648,0.487076871769218,0.46403935684010744,0.482699743932687,0.6715829207572269,0.482699743932687
108_7.tif,105_5.tif,0,0.1755,0.3268626928329468,0.23028180757045189,0.22263419222721556,0.228828760655237,0.2382810296755653,0.228828760655237
108_1.tif,108_7.tif,1,0.3388,0.7037954330444336,0.5025846256461564,0.6956470486334206,0.5392664860137366,0.7889869719721124,0.5392664860137366
101_1.tif,101_3.tif,1,0.4713,0.8452073335647583,0.7235284308821077,0.8731048278579553,0.7519479463075187,0.9437982995962949,0.7519479463075187
101_1.tif,101_7.tif,1,0.2284,0.5489891767501831,0.3184925796231449,0.501380693744191,0.35324132130614366,0.4844304186299136,0.35324132130614366
101_1.tif,101_2.tif,1,0.408,0.837708592414856,0.6179756544939136,0.8636946583704866,0.6646622652304625,0.9019243961622218,0.6646622652304625
110_1.tif,105_2.tif,0,0.0374,0.5310410261154175,0.0,0.47885756138323987,0.09098293666281555,0.15238776051323266,0.09098293666281555
105_4.tif,105_7.tif,1,0.2981,0.3962523937225342,0.43471735867933964,0.3097113206415323,0.4109662114521563,0.5251214479074516,0.4109662114521563
103_4.tif,103_7.tif,1,0.3019,0.48405736684799194,0.4410538602634651,0.41989777226534153,0.43703420354382166,0.5940950170913561,0.43703420354382166
108_6.tif,107_1.tif,0,0.0741,0.25971555709838867,0.061197265299316315,0.13837125859221747,0.07586032402496753,0.09857038071678552,0.07586032402496753
102_7.tif,104_8.tif,0,0.2287,0.364502489566803,0.31899282974820736,0.2698683692255863,0.30965918224890937,0.3539475567360035,0.30965918224890937
101_2.tif,101_4.tif,1,0.2485,0.6681939363479614,0.3520093380023345,0.6509707341395247,0.4088120032684006,0.5989830359395412,0.4088120032684006
103_6.tif,103_7.tif,1,0.6085,0.9257097244262695,0.952309488077372,0.9741272697598375,0.9564548665970405,0.9866142971680896,0.9564548665970405
103_7.tif,103_8.tif,1,0.2453,0.5192068815231323,0.3466733366683341,0.46400689456777533,0.3689667126692279,0.49914025101766935,0.3689667126692279
101_8.tif,107_8.tif,0,0.1638,0.41910701990127563,0.2107720526930132,0.3383915886512494,0.23501976452507806,0.2750578751478806,0.23501976452507806
104_2.tif,104_6.tif,1,0.3855,0.6873586773872375,0.5804568951142238,0.6750205656722988,0.5984239925202581,0.8442773318914101,0.5984239925202581
106_5.tif,106_7.tif,1,0.2795,0.589918851852417,0.4037018509254628,0.5527433387641568,0.43201973361481466,0.614856347170643,0.43201973361481466
102_2.tif,104_5.tif,0,0.1397,0.18522407114505768,0.17058529264632313,0.04489190063313399,0.1467035481638172,0.13484914359784417,0.1467035481638172
109_8.tif,105_8.tif,0,0.3053,0.7297322154045105,0.4467233616808405,0.728195114113863,0.5002029946431148,0.7521750120881827,0.5002029946431148
110_1.tif,105_2.tif,0,0.0374,0.5310410261154175,0.0,0.47885756138323987,0.09098293666281555,0.13190643353121292,0.09098293666281555
101_2.tif,101_8.tif,1,0.2781,0.6922839879989624,0.4013673503418376,0.6812013374456201,0.45453580789155623,0.6843919086457944,0.45453580789155623
101_5.tif,105_8.tif,0,0.2421,0.5806767344474792,0.3413373353343338,0.5411454065959448,0.3793008688740399,0.5368118999074839,0.3793008688740399
104_5.tif,104_7.tif,1,0.4217,0.7061319351196289,0.6408204102051026,0.6985791248440651,0.6517945659865054,0.8811020576412698,0.6517945659865054
109_6.tif,109_8.tif,1,0.3187,0.6849872469902039,0.4690678672669668,0.6720446579142197,0.5076334574899448,0.7476816180116221,0.5076334574899448
105_3.tif,105_4.tif,1,0.1095,0.24659252166748047,0.120226780056695,0.12190316279769736,0.12054529277748544,0.12284672148510897,0.12054529277748544
105_5.tif,105_7.tif,1,0.2885,0.4661700427532196,0.41870935467733866,0.3974509711230884,0.41467026180203115,0.5577630648357923,0.41467026180203115
104_1.tif,108_6.tif,0,0.2346,0.40207791328430176,0.3288310822077705,0.3170217645324393,0.3265873118494576,0.40397589111027005,0.3265873118494576
109_8.tif,101_2.tif,0,0.227,0.40418171882629395,0.31615807903951976,0.31966182988781966,0.31682379170069674,0.3787701953900891,0.31682379170069674
102_4.tif,101_5.tif,0,0.0773,0.18800155818462372,0.06653326663331664,0.04837736882960643,0.0630836460506117,0.0824319016581811,0.0630836460506117
101_7.tif,103_3.tif,0,0.2103,0.4188668131828308,0.28831082207770553,0.33809015326530817,0.29776889500335,0.35948643260677676,0.29776889500335
102_5.tif,102_6.tif,1,0.3543,0.5258352160453796,0.5284308821077205,0.4723247908689163,0.5177707247723476,0.719510050548353,0.5177707247723476
104_4.tif,104_6.tif,1,0.3475,0.6602838635444641,0.5170918792729697,0.6410443846028301,0.5406428552856432,0.7763286425383749,0.5406428552856432
109_1.tif,106_7.tif,0,0.2179,0.46195390820503235,0.3009838252459563,0.39216014431798785,0.3183073258696423,0.4000420389725719,0.3183073258696423
104_3.tif,103_7.tif,0,0.163,0.31985360383987427,0.20943805235951307,0.21383848718031956,0.2102741349754663,0.21585802213867805,0.2102741349754663
110_5.tif,110_7.tif,1,0.1576,0.6755045652389526,0.2004335501083875,0.6601448415728913,0.2877786954866432,0.42796116633147196,0.2877786954866432
110_1.tif,107_1.tif,0,0.1131,0.6448380947113037,0.12622978155744538,0.6216614909039068,0.220361806333273,0.32970993125580583,0.220361806333273
103_5.tif,101_6.tif,0,0.0826,0.26430386304855347,0.07537101884275471,0.14412912325087068,0.08843505868029675,0.10502084287051956,0.08843505868029675
105_6.tif,105_7.tif,1,0.4471,0.8530424237251282,0.6831749207937302,0.8829370816836042,0.7211297313628062,0.9370957393452493,0.7211297313628062
106_8.tif,102_2.tif,0,0.261,0.5569953918457031,0.3728530932132733,0.5114276922331246,0.39918226702704507,0.5454247639600139,0.39918226702704507
101_4.tif,101_5.tif,1,0.1939,0.5450651049613953,0.26096381524095374,0.496456376465421,0.3057074018736025,0.4110156558749629,0.3057074018736025
104_3.tif,106_1.tif,0,0.2996,0.5062638521194458,0.4372186093046523,0.4477646883180549,0.4392223643171988,0.5979485120549245,0.4392223643171988
102_4.tif,103_3.tif,0,0.206,0.43325257301330566,0.2811405702851425,0.3561428417772391,0.29539100186864087,0.34798251611327125,0.29539100186864087
110_5.tif,110_6.tif,1,0.3562,0.9136842489242554,0.5315991328997832,0.9590365018056952,0.6128122329919065,0.8755498570875676,0.6128122329919065
101_5.tif,102_3.tif,0,0.1909,0.3049768805503845,0.25596131399032845,0.19516968867484066,0.24441090518038577,0.256159026853949,0.24441090518038577
109_1.tif,109_2.tif,1,0.2009,0.5617147088050842,0.2726363181590795,0.517349962593589,0.3191319106016363,0.4150480325652445,0.3191319106016363
105_3.tif,103_5.tif,0,0.1927,0.4275061786174774,0.25896281474070365,0.3489316920488227,0.27605690142924627,0.33150165896387335,0.27605690142924627
110_1.tif,110_5.tif,1,0.1826,0.8053569197654724,0.2421210605302651,0.8230965477345747,0.35250640309908393,0.5299225108918704,0.35250640309908393
103_8.tif,108_5.tif,0,0.2236,0.5198094844818115,0.3104885776221444,0.46476310095781653,0.33980073705592206,0.45114693595916533,0.33980073705592206
104_2.tif,104_3.tif,1,0.4355,0.7258159518241882,0.663831915957979,0.7232805953550827,0.6751271650434287,0.9030891395653456,0.6751271650434287
108_2.tif,108_6.tif,1,0.2346,0.45458999276161194,0.3288310822077705,0.38291916759553146,0.3391078184314451,0.4213408973387292,0.3391078184314451
102_6.tif,104_5.tif,0,0.1299,0.17639034986495972,0.15424378856094711,0.033806464719419005,0.1313606970310568,0.1224847104322143,0.1313606970310568
105_2.tif,105_7.tif,1,0.3972,0.8650879859924316,0.5999666499916625,0.8980530565174145,0.6566030672315554,0.8970776005945416,0.6566030672315554
107_4.tif,107_6.tif,1,0.4359,0.7425436973571777,0.664498916124729,0.7442722414810097,0.6796558479424224,0.9075463110619102,0.6796558479424224
109_3.tif,109_8.tif,1,0.193,0.27737900614738464,0.25946306486576626,0.16053711896285883,0.24066713514421384,0.24139055467562887,0.24066713514421384
101_1.tif,101_8.tif,1,0.2989,0.8641077280044556,0.43605135901283976,0.896822930870469,0.5235979576657893,0.7900398634982431,0.5235979576657893
102_7.tif,105_3.tif,0,0.1398,0.2653176188468933,0.17075204268801067,0.14540128529655033,0.1659353987836332,0.1665699546247334,0.1659353987836332
101_3.tif,101_8.tif,1,0.3457,0.89152991771698,0.5140903785225946,0.9312350338826837,0.5933478630410115,0.8712923837158777,0.5933478630410115
110_5.tif,110_8.tif,1,0.1965,0.6372491717338562,0.2652993163248291,0.6121381522504508,0.3311986951506972,0.4799197077174267,0.3311986951506972
104_4.tif,104_5.tif,1,0.4942,0.7659720182418823,0.7617141904285476,0.7736724389174475,0.7639862576414386,0.9394275735996256,0.7639862576414386
106_2.tif,106_6.tif,1,0.3822,0.8057044744491577,0.5749541437385359,0.8235326940709081,0.6221840683016866,0.878108078788438,0.6221840683016866
108_3.tif,108_6.tif,1,0.3374,0.7584900856018066,0.5002501250625312,0.7642833624272086,0.5504164401618199,0.8119922129297732,0.5504164401618199
110_2.tif,110_4.tif,1,0.2241,0.7840871810913086,0.3113223278305819,0.7964051548891697,0.4034880649717135,0.6411563453812962,0.4034880649717135
105_5.tif,107_1.tif,0,0.2381,0.3982142210006714,0.3346673336668334,0.3121732174883985,0.33039345159293076,0.393896122419214,0.33039345159293076
101_8.tif,105_1.tif,0,0.0821,0.23670293390750885,0.07453726863431716,0.10949272014843486,0.08117880442199953,0.10854598754105403,0.08117880442199953
101_8.tif,110_3.tif,0,0.0943,0.6139720678329468,0.09488077372019342,0.582927716991217,0.1876096929416879,0.23829343208930884,0.1876096929416879
105_6.tif,107_5.tif,0,0.1739,0.690386176109314,0.22761380690345173,0.6788197735030965,0.3133429405573842,0.48133428317668997,0.3133429405573842
110_6.tif,107_6.tif,0,0.171,0.48863157629966736,0.22277805569451392,0.4256379472295096,0.2613214350861631,0.3249436293647226,0.2613214350861631
107_6.tif,107_7.tif,1,0.3938,0.7268531322479248,0.5942971485742872,0.7245821529607313,0.6190512994077115,0.8672025228908978,0.6190512994077115
108_7.tif,105_8.tif,0,0.1633,0.29173773527145386,0.20993830248457565,0.17855588664413855,0.2039756434748926,0.2080736044531301,0.2039756434748926
101_4.tif,106_4.tif,0,0.0881,0.23574677109718323,0.08454227113556777,0.10829283153741172,0.08905487761191812,0.11334971448541188,0.08905487761191812
102_1.tif,104_1.tif,0,0.1,0.24779853224754333,0.10438552609638152,0.1234165853489238,0.10800142735436455,0.12728697665779357,0.10800142735436455
105_6.tif,107_4.tif,0,0.2,0.693950355052948,0.271135567783892,0.6832924612879923,0.349445377549671,0.5285587701598131,0.349445377549671
109_3.tif,109_6.tif,1,0.2669,0.4116361439228058,0.38269134567283647,0.32901638716450726,0.37249310355625387,0.4675423654126458,0.37249310355625387
102_3.tif,108_8.tif,0,0.3077,0.50843745470047,0.4507253626813406,0.45049234197044197,0.4506810887462699,0.6223113553616395,0.4506810887462699
104_8.tif,102_2.tif,0,0.1801,0.28657007217407227,0.23795230948807736,0.1720709867618255,0.2254348581700895,0.22499399418821195,0.2254348581700895
108_1.tif,108_5.tif,1,0.3252,0.8361101150512695,0.479906619976655,0.8616887292935207,0.5524452207468594,0.8143570231685704,0.5524452207468594
104_5.tif,104_6.tif,1,0.4257,0.8226152658462524,0.647490411872603,0.844754044432623,0.6849705020590068,0.918997461491353,0.6849705020590068
108_3.tif,109_5.tif,0,0.1551,0.2801467478275299,0.19626479906619973,0.16401035770880984,0.19013645520829564,0.18645837439707963,0.19013645520829564
102_4.tif,107_3.tif,0,0.0858,0.2297966629266739,0.08070702017675505,0.10082604141437972,0.08452963421190374,0.09883499648854056,0.08452963421190374
108_2.tif,108_4.tif,1,0.134,0.3297666907310486,0.16108054027013508,0.22627841888687916,0.17346813720731644,0.18085443974144236,0.17346813720731644
107_5.tif,103_8.tif,0,0.1967,0.562347412109375,0.2656328164082041,0.518143941904201,0.31360993025244344,0.40635149970458195,0.31360993025244344
103_1.tif,103_5.tif,1,0.3478,0.6610509157180786,0.5175921293980323,0.6420069582955542,0.5412309468885615,0.7812277125173162,0.5412309468885615
108_8.tif,110_6.tif,0,0.1462,0.44625377655029297,0.18142404535601134,0.3724580507407756,0.21772050637911655,0.2558886104682361,0.21772050637911655
107_7.tif,107_8.tif,1,0.4633,0.9342520236968994,0.7101884275471069,0.984847000224244,0.762373556355763,0.9539219337798021,0.762373556355763
103_5.tif,104_7.tif,0,0.1044,0.26142388582229614,0.11172252793063199,0.1405150401298012,0.11719310524847415,0.12148350062545012,0.11719310524847415
103_1.tif,103_6.tif,1,0.3174,0.5743378400802612,0.46690011672502924,0.5331907287151837,0.4794953330031586,0.6750663786099357,0.4794953330031586
108_4.tif,108_6.tif,1,0.3086,0.41257143020629883,0.45222611305652827,0.330190077824184,0.4290392663623829,0.5411192528367241,0.4290392663623829
104_4.tif,104_8.tif,1,0.39,0.6992754936218262,0.5879606469901618,0.6899749771230738,0.6073433697154151,0.8436025517360474,0.6073433697154151
101_2.tif,101_7.tif,1,0.2335,0.5525193214416504,0.3269968317492079,0.5058106719495898,0.3609714613872805,0.49536108615681584,0.3609714613872805
102_6.tif,105_2.tif,0,0.126,0.3275129497051239,0.14774053693513423,0.2234501995083387,0.16212537282404307,0.17047792855852179,0.16212537282404307
102_3.tif,102_5.tif,1,0.2634,0.2731224596500397,0.3768550942137736,0.1551955792069721,0.3347397863624813,0.34697045768501755,0.3347397863624813
107_6.tif,105_4.tif,0,0.1503,0.6434400677680969,0.18826079706519924,0.6199071070385835,0.2702735959601422,0.3909807065131471,0.2702735959601422
110_7.tif,105_1.tif,0,0.0918,0.41469666361808777,0.09071202267800567,0.33285703301113906,0.13671957464130102,0.16913428636769062,0.13671957464130102
107_4.tif,103_7.tif,0,0.0991,0.29499927163124084,0.10288477572119391,0.182648788282107,0.11803993810776739,0.1401930708580832,0.11803993810776739
108_1.tif,108_3.tif,1,0.2706,0.40004926919937134,0.38886109721527434,0.31447601928169217,0.37472793240789376,0.4693725080190386,0.37472793240789376
108_6.tif,108_8.tif,1,0.4846,0.8707223534584045,0.7457061864265466,0.9051236236632313,0.7759954995015167,0.9536747826951922,0.7759954995015167
108_3.tif,108_4.tif,1,0.2982,0.37811288237571716,0.43488410872102723,0.2869480497429721,0.40677625751519675,0.5104523534058654,0.40677625751519675
110_8.tif,101_5.tif,0,0.185,0.46730566024780273,0.24612306153076538,0.3988760573986829,0.27514613074566974,0.32560285302791736,0.27514613074566974
103_2.tif,109_3.tif,0,0.2061,0.6190221905708313,0.2813073203268301,0.5892651154886477,0.33981930140757544,0.4894545189602348,0.33981930140757544
105_6.tif,105_8.tif,1,0.3316,0.4750399887561798,0.4905786226446557,0.40858186543774777,0.4749992387753432,0.6506038762158931,0.4749992387753432
109_1.tif,109_5.tif,1,0.298,0.5767542123794556,0.43455060863765216,0.5362230340616002,0.4538683694682023,0.6484861026361555,0.4538683694682023
110_8.tif,106_8.tif,0,0.2237,0.45082181692123413,0.31065532766383197,0.37819048412617323,0.3234870073916768,0.39944670851063013,0.3234870073916768
109_6.tif,105_4.tif,0,0.2151,0.43459731340408325,0.2963148240787061,0.35783035635347255,0.3080027752109117,0.3793645698712293,0.3080027752109117
105_7.tif,106_6.tif,0,0.1779,0.3707173764705658,0.23428380857095216,0.27766743015338197,0.24252669667161383,0.2661663688517676,0.24252669667161383
110_1.tif,110_8.tif,1,0.0809,0.7328961491584778,0.07253626813406702,0.7321655342519607,0.1978658286964668,0.2736796576063634,0.1978658286964668
109_3.tif,104_5.tif,0,0.2798,0.3568696975708008,0.4042021010505253,0.2602899793453182,0.3768587979265359,0.47055143944717653,0.3768587979265359
103_1.tif,103_3.tif,1,0.4,0.7728374004364014,0.6046356511589128,0.7822878063178165,0.6383895606391046,0.8841080470936192,0.6383895606391046
110_3.tif,104_5.tif,0,0.1276,0.5596513748168945,0.15040853760213438,0.5147606849868572,0.21963544560523168,0.29450295930386206,0.21963544560523168
109_8.tif,104_8.tif,0,0.2287,0.6625950932502747,0.31899282974820736,0.6439447465197676,0.3807336939348038,0.5671235019238152,0.3807336939348038
103_5.tif,101_8.tif,0,0.0826,0.25008028745651245,0.07537101884275471,0.126279959722847,0.08504371760997224,0.10564292913853003,0.08504371760997224
103_3.tif,106_1.tif,0,0.304,0.6218078136444092,0.4445556111389028,0.5927607935933537,0.47271459580524844,0.6839712796831792,0.47271459580524844
110_1.tif,110_7.tif,1,0.0848,0.7379701137542725,0.07903951975987994,0.738532851894398,0.20434325286543834,0.2833092507971967,0.20434325286543834
107_2.tif,107_3.tif,1,0.349,0.6151929497718811,0.5195931298982824,0.5844598016091413,0.5319177975233457,0.7599075291354718,0.5319177975233457
107_1.tif,107_6.tif,1,0.3057,0.4577672779560089,0.4473903618475905,0.38690634245483296,0.4358983981629666,0.5836023767429391,0.4358983981629666
101_1.tif,101_6.tif,1,0.2989,0.8035413026809692,0.43605135901283976,0.8208181300444614,0.5091570455088479,0.7604658246658309,0.5091570455088479
108_6.tif,106_7.tif,0,0.3416,0.3754405379295349,0.5072536268134067,0.28359452497597865,0.46475839746429537,0.5790393158770506,0.46475839746429537
103_8.tif,108_6.tif,0,0.251,0.7022921442985535,0.35617808904452225,0.6937605717428934,0.42031876075721275,0.62447822208807,0.42031876075721275
103_5.tif,108_1.tif,0,0.2294,0.4331307113170624,0.32016008004002,0.35598991754732423,0.3269677491664078,0.41220740797444483,0.3269677491664078
109_2.tif,101_4.tif,0,0.1925,0.35144948959350586,0.2586293146573287,0.25348816091952303,0.2576524954471456,0.29412815936704095,0.2576524954471456
109_2.tif,101_2.tif,0,0.1658,0.29244187474250793,0.2141070535267634,0.17943951119297655,0.2075202204833439,0.21190471173532396,0.2075202204833439
104_7.tif,108_4.tif,0,0.2691,0.6346160173416138,0.38635984658996164,0.6088338070780619,0.42862989908270066,0.6116546955066977,0.42862989908270066
102_1.tif,102_6.tif,1,0.2047,0.5737833380699158,0.2789728197432049,0.5324948842001932,0.3271420119900327,0.4543736034757855,0.3271420119900327
108_1.tif,108_6.tif,1,0.2551,0.49686893820762634,0.3630148407537102,0.43597501182928194,0.37687727325806886,0.5039946313398453,0.37687727325806886
106_5.tif,106_8.tif,1,0.3242,0.378470778465271,0.4782391195597799,0.28739717350845206,0.4419791498100276,0.5780777569567331,0.4419791498100276
104_2.tif,104_8.tif,1,0.3837,0.6119436621665955,0.5774553943638486,0.5803822709319201,0.5780115009117822,0.8054685137561179,0.5780115009117822
106_1.tif,106_5.tif,1,0.3392,0.6968288421630859,0.5032516258129065,0.6869046744624988,0.538145705056329,0.7757699300301957,0.538145705056329
107_3.tif,107_6.tif,1,0.3679,0.5178195834159851,0.551108887777222,0.4622659743177051,0.5342287342199138,0.7253948897323007,0.5342287342199138
109_1.tif,109_6.tif,1,0.3586,0.6246984004974365,0.5356011339002834,0.596388190733951,0.5471506746986803,0.7737315957776806,0.5471506746986803
106_2.tif,106_8.tif,1,0.2648,0.46231746673583984,0.37918959479739867,0.3926163738804069,0.38174068282317025,0.5015004011697576,0.38174068282317025
102_1.tif,102_7.tif,1,0.2881,0.593009889125824,0.4180423545105887,0.556622281116397,0.4443725405656923,0.6408127829456024,0.4443725405656923
104_3.tif,104_7.tif,1,0.2972,0.45848143100738525,0.4332166083041521,0.3878025330445737,0.4245879340048322,0.5531934868436905,0.4245879340048322
107_4.tif,107_5.tif,1,0.3949,0.5355031490325928,0.5961313990328497,0.4844570789669458,0.574913278220328,0.7899117671668217,0.574913278220328
104_3.tif,109_8.tif,0,0.2159,0.5067094564437866,0.2976488244122061,0.4483238771382278,0.3262770844301502,0.4257970891079681,0.3262770844301502
106_1.tif,102_8.tif,0,0.2625,0.39351925253868103,0.375354343838586,0.30628150205477206,0.3622305038996614,0.4332097442555065,0.3622305038996614
103_1.tif,101_4.tif,0,0.0652,0.28359299898147583,0.04635651158912788,0.16833505792271675,0.06953243539250976,0.09867561041247412,0.06953243539250976
102_4.tif,110_7.tif,0,0.1631,0.508436918258667,0.20960480240120055,0.45049166878967933,0.2553733070150115,0.32265946040708116,0.2553733070150115
102_4.tif,109_4.tif,0,0.176,0.19633997976779938,0.23111555777888945,0.058841253205275404,0.19838343990990281,0.19662473006539746,0.19838343990990281
